Feature ID	taxonomy
OTU_3888	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__NA
OTU_389	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Pestalotiopsis
OTU_3895	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__NA
OTU_3896	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Coniothyriaceae; g__Coniothyrium
OTU_390	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__NA
OTU_3901	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Schwanniomyces
OTU_3903	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Setophoma
OTU_3904	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__NA
OTU_3905	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_3906	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Schwanniomyces
OTU_3907	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae; g__Arcopilus
OTU_391	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Exobasidiales_fam_Incertae_sedis; g__Eidernor
OTU_3915	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_3917	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_3918	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Neopestalotiopsis
OTU_3920	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Cylindromonium
OTU_3921	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora
OTU_3922	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Hyphopichia
OTU_3923	k__Fungi; p__Ascomycota; c__Pezizomycotina_cls_Incertae_sedis; o__NA; f__NA; g__NA
OTU_3924	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Pyrenulales; f__Pyrenulaceae; g__Pyrgillus
OTU_3925	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_3927	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Neopestalotiopsis
OTU_393	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__NA; g__NA
OTU_394	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Cutaneotrichosporon
OTU_3948	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Cladosporiales; f__Cladosporiaceae; g__Cladosporium
OTU_395	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_3950	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_3962	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__NA
OTU_3963	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__NA
OTU_3965	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Blastobotrys
OTU_3966	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__Phanerochaetaceae; g__Phanerochaete
OTU_397	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Zygosporiaceae; g__Zygosporium
OTU_3972	k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__NA; g__NA
OTU_398	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Pestalotiopsis
OTU_3983	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Nigrogranaceae; g__Nigrograna
OTU_3985	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Hannaella
OTU_3986	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__NA; g__NA
OTU_3988	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Teichosporaceae; g__Teichospora
OTU_3993	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__NA; g__NA
OTU_3997	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_3999	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Schwanniomyces
OTU_40	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_400	k__Fungi; p__Basidiomycota; c__Moniliellomycetes; o__Moniliellales; f__Moniliellaceae; g__Moniliella
OTU_4001	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Muyocopronales; f__Muyocopronaceae; g__Leptodiscella
OTU_4002	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Derxomyces
OTU_4003	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4014	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__NA; g__NA
OTU_4015	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Nectria
OTU_4016	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__NA; f__NA; g__NA
OTU_402	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycopsidaceae; g__Saccharomycopsis
OTU_4020	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_4021	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4023	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_4025	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Roussoellaceae; g__Neoroussoella
OTU_4028	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Beltraniaceae; g__Beltraniella
OTU_4030	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_4031	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__NA
OTU_4038	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Thyridariaceae; g__NA
OTU_4039	k__Fungi; p__Chytridiomycota; c__Spizellomycetes; o__Spizellomycetales; f__Spizellomycetaceae; g__Spizellomyces
OTU_4040	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Kazachstania
OTU_4041	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Nigrospora
OTU_4044	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Stachybotryaceae; g__Xepicula
OTU_405	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_4053	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_4055	k__Fungi; p__Basidiomycota; c__Exobasidiomycetes; o__Exobasidiales; f__Brachybasidiaceae; g__Meira
OTU_4056	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Botryosphaeriales; f__Botryosphaeriaceae; g__Lasiodiplodia
OTU_4058	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Mycosphaerellaceae; g__Pseudocercospora
OTU_4059	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Chromolaenicola
OTU_4063	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora
OTU_4065	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreaceae; g__Trichoderma
OTU_407	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Gliomastix
OTU_4070	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Phaffomycetaceae; g__Wickerhamomyces
OTU_4071	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Maudiozyma
OTU_4072	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4073	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_4082	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria
OTU_4086	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__NA; g__NA
OTU_4089	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_4092	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4095	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_4099	k__Fungi; p__Ascomycota; c__Lecanoromycetes; o__Pertusariales; f__Pertusariaceae; g__Pertusaria
OTU_41	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__NA
OTU_410	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Halotthiaceae; g__Sulcosporium
OTU_4105	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4106	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Bulleribasidiaceae; g__Vishniacozyma
OTU_4109	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Apiotrichum
OTU_411	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Saccotheciaceae; g__Aureobasidium
OTU_4118	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__NA; g__NA
OTU_412	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Eremothecium
OTU_4121	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida
OTU_4124	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4128	k__Fungi; p__Ascomycota; c__Lichinomycetes; o__Lichinales; f__Peltulaceae; g__Peltula
OTU_4129	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Microascaceae; g__Scedosporium
OTU_4132	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora
OTU_4137	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__NA
OTU_4138	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_4139	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Pyrenulales; f__Pyrenulaceae; g__Pyrgillus
OTU_414	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_4142	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Chaetosphaeriales; f__Chaetosphaeriaceae; g__Chloridium
OTU_4143	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Phallales; f__Phallaceae; g__Phallus
OTU_4151	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Hansfordiaceae; g__Hansfordia
OTU_4154	k__Fungi; p__Ascomycota; c__Arthoniomycetes; o__Lichenostigmatales; f__Phaeococcomycetaceae; g__Phaeococcomyces
OTU_4156	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria
OTU_4158	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__NA
OTU_416	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Mycocaliciales; f__Mycocaliciaceae; g__Chaenothecopsis
OTU_4162	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4164	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4166	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4168	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Xenoacremonium
OTU_417	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4173	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4174	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__NA
OTU_4178	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_4180	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Trichosporon
OTU_4183	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Graphostromataceae; g__Biscogniauxia
OTU_4184	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4187	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Saccharomyces
OTU_419	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Saturnispora
OTU_421	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4215	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Ophiocordycipitaceae; g__Ophiocordyceps
OTU_4217	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Pyrenochaetopsidaceae; g__Pyrenochaetopsis
OTU_4218	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__NA; g__NA
OTU_4219	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__NA; g__NA
OTU_4220	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Crepidotaceae; g__Crepidotus
OTU_4222	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__NA
OTU_423	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycopsidaceae; g__Saccharomycopsis
OTU_4236	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_4239	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_4240	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__NA; g__NA
OTU_4241	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Formicomyces
OTU_4244	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4245	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lycoperdaceae; g__Lycoperdon
OTU_4247	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__NA
OTU_4248	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Brycekendrickomyces
OTU_4253	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Tremellaceae; g__Tremella
OTU_4258	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_426	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4260	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Neosetophoma
OTU_4266	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Saturnispora
OTU_4276	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_4277	k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__Orbiliaceae; g__NA
OTU_4278	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora
OTU_428	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_4281	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__NA; g__NA
OTU_4282	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4283	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4287	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__NA; g__NA
OTU_4288	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_429	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_4290	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__NA; g__NA
OTU_4291	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Coniochaetales; f__Coniochaetaceae; g__Coniochaeta
OTU_4293	k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Myxotrichaceae; g__Oidiodendron
OTU_4297	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Debaryomyces
OTU_4305	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Fusidium
OTU_4306	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__Triadelphiaceae; g__Triadelphia
OTU_431	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lyophyllaceae; g__Termitomyces
OTU_4310	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Metschnikowiaceae; g__Clavispora
OTU_4315	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Martiniozyma
OTU_4317	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Diutina
OTU_4318	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_432	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Debaryomycetaceae; g__Priceomyces
OTU_4320	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__Hydnodontaceae; g__Trechispora
OTU_4321	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Hypocreales_fam_Incertae_sedis; g__Sesquicillium
OTU_4324	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Penicillium
OTU_4328	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Hydnaceae; g__NA
OTU_433	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Neoschizotheciaceae; g__Cercophora
OTU_4330	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariales_fam_Incertae_sedis; g__Fusidium
OTU_4340	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__NA; g__NA
OTU_4341	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Trichomonascaceae; g__Groenewaldozyma
OTU_4344	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Sarocladiaceae; g__Sarocladium
OTU_4345	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Dipodascaceae; g__Geotrichum
OTU_4346	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Mycosphaerellales; f__Teratosphaeriaceae; g__NA
OTU_4349	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_435	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Boletaceae; g__Tylopilus
OTU_4352	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__NA
OTU_4353	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Periconiaceae; g__Periconia
OTU_4356	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Trichosporonales; f__Trichosporonaceae; g__Cutaneotrichosporon
OTU_436	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Strelitziana
OTU_4360	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__NA; f__NA; g__NA
OTU_4361	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_4362	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Apiosporaceae; g__Arthrinium
OTU_4363	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Dothideales; f__Saccotheciaceae; g__Aureobasidium
OTU_4369	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_4370	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__Aspergillus
OTU_4377	k__Fungi; p__Basidiomycota; c__Malasseziomycetes; o__Malasseziales; f__Malasseziaceae; g__Malassezia
OTU_438	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Cystofilobasidiales; f__Mrakiaceae; g__Udeniomyces
OTU_4385	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Bionectriaceae; g__Acremonium
OTU_439	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae; g__Brycekendrickomyces
OTU_4390	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Circinotrichum
OTU_4391	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Trechisporales; f__NA; g__NA
OTU_4393	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__Gibellulopsis
OTU_4395	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Didymosphaeriaceae; g__Paraconiothyrium
OTU_4399	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces
OTU_44	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Martiniozyma
OTU_4401	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Neosetophoma
OTU_4402	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetaceae; g__Oligophagozyma
OTU_4407	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Peniophoraceae; g__Peniophora
OTU_4408	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__NA; g__NA
OTU_4410	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Cyphellophoraceae; g__Cyphellophora
OTU_4411	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4414	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__NA; g__NA
OTU_4415	k__Fungi; p__NA; c__NA; o__NA; f__NA; g__NA
OTU_4423	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__NA
OTU_4428	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Cephalothecales; f__Cephalothecaceae; g__NA
OTU_4431	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Saccharomycetales_fam_Incertae_sedis; g__Candida
OTU_4434	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__NA; f__NA; g__NA
OTU_4437	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4438	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Aspergillaceae; g__NA
OTU_4439	k__Fungi; p__Basidiomycota; c__Wallemiomycetes; o__Wallemiales; f__Wallemiaceae; g__Wallemia
OTU_4445	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__NA; f__NA; g__NA
OTU_4446	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4449	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_445	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_4450	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__Pseudopestalotiopsis
OTU_4451	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Nigrogranaceae; g__Nigrograna
OTU_4453	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Amphisphaeriales; f__Sporocadaceae; g__NA
OTU_4454	k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__NA; f__NA; g__NA
OTU_4456	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Macrodiplodiopsidaceae; g__NA
OTU_446	k__Fungi; p__Ascomycota; c__Saccharomycetes; o__Saccharomycetales; f__Pichiaceae; g__Pichia
OTU_4460	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Fusarium
OTU_4461	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Capnodiales; f__Capnodiales_fam_Incertae_sedis; g__Eriosporella
OTU_4462	k__Fungi; p__Ascomycota; c__Dothideomycetes; o__NA; f__NA; g__NA
OTU_4464	k__Fungi; p__Mucoromycota; c__Mucoromycetes; o__Mucorales; f__Cunninghamellaceae; g__Gongronella
OTU_4467	k__Fungi; p__Ascomycota; c__NA; o__NA; f__NA; g__NA
OTU_4469	k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Glomerellales; f__Plectosphaerellaceae; g__NA
OTU_4471	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Candolleomyces
OTU_4475	k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Hysterangiales; f__NA; g__NA
OTU_4481	k__Fungi; p__Basidiomycota; c__Ustilaginomycetes; o__Ustilaginales; f__Ustilaginaceae; g__Ustilago
OTU_4486	k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Trichomeriaceae; g__Strelitziana
